source_id,E_low_MeV,E_high_MeV,placeholder_norm,pstar_norm
pic2d_a0_10_t_1um,2.8000000000000003,2.9000000000000004,0.04780723146711991,0.05261352879135549
pic2d_a0_10_t_1um,2.9000000000000004,3.0,0.051236716923445745,0.05568880404109594
pic2d_a0_10_t_1um,3.0,3.1,0.05322556117302363,0.053060466391260754
pic2d_a0_10_t_1um,3.1,3.2,0.03509164067317681,0.04203351196610658
pic2d_a0_10_t_1um,3.2,3.3000000000000003,0.04509333959677874,0.04068073265007505
pic2d_a0_10_t_1um,3.3000000000000003,3.4000000000000004,0.025307124649092856,0.023888070012660922
pic2d_a0_10_t_1um,3.4000000000000004,3.5,0.022488418160959967,0.020496964833486193
pic2d_a0_10_t_1um,3.5,3.6,0.012973520917136737,0.011898610879672113
pic2d_a0_10_t_1um,3.6,3.7,0.01174067106922368,0.014525648123690515
pic2d_a0_10_t_1um,3.7,3.8000000000000003,0.02008012270080343,0.018921111120333126
pic2d_a0_10_t_1um,3.8000000000000003,3.9000000000000004,0.019428755215282943,0.013186779865187796
pic2d_a0_10_t_1um,3.9000000000000004,4.0,0.013532295218294592,0.009024461415483003
pic2d_a0_10_t_1um,4.0,4.1000000000000005,0.006703426348335971,0.005984944321450436
pic2d_a0_10_t_1um,4.1000000000000005,4.2,0.008101455345752677,0.005979942253293672
pic2d_a0_10_t_1um,4.2,4.3,0.005572360983710338,0.012220582294687192
pic2d_a0_10_t_1um,4.3,4.4,0.018262754973805147,0.007391521245882115
pic2d_a0_10_t_1um,4.4,4.5,0.010894895250901697,0.009229410452655873
pic2d_a0_10_t_1um,4.5,4.6000000000000005,0.00947165630035437,0.008276369154874326
pic2d_a0_10_t_1um,4.6000000000000005,4.7,0.01671495839374726,0.015024383256433486
pic2d_a0_10_t_1um,4.7,4.800000000000001,0.007612513813111442,0.0009045184269928552
pic2d_a0_10_t_1um,4.800000000000001,4.9,0.0016755110791766277,0.0028946107198149482
pic2d_a0_10_t_1um,4.9,5.0,0.0065696652087714425,0.004825770360782818
pic2d_a0_10_t_1um,5.0,5.1000000000000005,0.00950658962444266,0.007878423720845268
pic2d_a0_10_t_1um,5.1000000000000005,5.2,0.0019716862954778118,0.0
pic2d_a0_10_t_1um,5.2,5.300000000000001,0.0029333644006419527,0.009632775694967252
pic2d_a0_10_t_1um,5.300000000000001,5.4,0.01968367958645498,0.008135708832276647
pic2d_a0_10_t_1um,5.4,5.5,0.0,0.0
pic2d_a0_10_t_1um,5.5,5.6000000000000005,0.001424115207765537,0.007950563809589316
pic2d_a0_10_t_1um,5.6000000000000005,5.7,0.011368808771642923,0.001862281467059545
pic2d_a0_10_t_1um,5.7,5.800000000000001,0.0028469558867456387,0.002202532861288979
pic2d_a0_10_t_1um,5.800000000000001,5.9,0.0,0.0038317877823927982
